SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-03-21,25,18834.0,A,21211.0,16085.0,196.0,6417.0,13362.0,22841.0,0.0,685.0,-56.0,1503.0,-1.0,1003.0,-451.0,-126.0,1016.0,1397.0,997.0,991.0,-514.0
2026-03-21,26,18566.0,A,21273.0,15927.0,209.0,6417.0,13309.0,22841.0,0.0,974.0,239.0,1502.0,7.0,1002.0,-451.0,-177.0,1016.0,1397.0,996.0,991.0,-505.0
2026-03-21,27,18256.0,A,21200.0,15671.0,243.0,6417.0,12816.0,22841.0,0.0,1192.0,41.0,1503.0,894.0,1003.0,-452.0,-198.0,1016.0,1397.0,996.0,991.0,-502.0
2026-03-21,28,18409.0,A,21305.0,15829.0,287.0,6417.0,11998.0,22841.0,0.0,1163.0,72.0,1503.0,993.0,1002.0,-452.0,-168.0,1016.0,1397.0,996.0,991.0,-513.0
2026-03-21,29,18454.0,A,21353.0,15869.0,316.0,6417.0,10916.0,22841.0,0.0,1121.0,126.0,1503.0,993.0,1002.0,-451.0,-213.0,997.0,1397.0,996.0,991.0,-514.0
2026-03-21,30,18917.0,A,21739.0,16359.0,358.0,6417.0,9754.0,22841.0,0.0,1096.0,327.0,1503.0,993.0,1003.0,-452.0,-160.0,996.0,1397.0,996.0,990.0,-514.0
2026-03-21,31,19871.0,A,22595.0,17304.0,408.0,6417.0,8366.0,22841.0,0.0,1005.0,526.0,1504.0,993.0,893.0,-451.0,-154.0,618.0,1397.0,997.0,884.0,-514.0
2026-03-21,32,21261.0,A,23538.0,18755.0,440.0,6417.0,6798.0,22841.0,0.0,655.0,706.0,1504.0,993.0,883.0,-427.0,-81.0,590.0,1397.0,997.0,840.0,-514.0
2026-03-21,33,23231.0,A,25144.0,20816.0,500.0,6417.0,5134.0,22841.0,0.0,41.0,1010.0,1504.0,992.0,385.0,-337.0,-213.0,533.0,1397.0,996.0,-208.0,-514.0
2026-03-21,34,25482.0,A,27723.0,23024.0,555.0,6417.0,3437.0,22841.0,0.0,13.0,1032.0,1504.0,992.0,346.0,-427.0,-366.0,529.0,1397.0,997.0,-321.0,-514.0
2026-03-21,35,28166.0,A,30247.0,25627.0,618.0,6417.0,1832.0,22841.0,0.0,12.0,1225.0,1503.0,992.0,483.0,-452.0,-503.0,964.0,1397.0,997.0,86.0,-514.0
2026-03-21,36,30085.0,A,32189.0,27571.0,691.0,6417.0,601.0,22841.0,0.0,11.0,1590.0,1503.0,992.0,494.0,-451.0,-528.0,997.0,1397.0,997.0,136.0,-514.0
2026-03-21,37,31651.0,A,33752.0,29083.0,705.0,6417.0,34.0,22841.0,0.0,8.0,1687.0,1502.0,992.0,965.0,-451.0,-528.0,997.0,1397.0,997.0,880.0,-514.0
2026-03-21,38,32487.0,A,34585.0,29692.0,747.0,6417.0,0.0,22841.0,0.0,4.0,1389.0,1503.0,992.0,1002.0,-452.0,-528.0,997.0,1397.0,997.0,950.0,-514.0
2026-03-21,39,32654.0,A,34754.0,29849.0,785.0,6417.0,0.0,22841.0,0.0,7.0,1189.0,1502.0,992.0,1002.0,-452.0,-527.0,997.0,1397.0,997.0,987.0,-514.0
2026-03-21,40,31893.0,A,33991.0,29170.0,833.0,6417.0,0.0,22841.0,0.0,6.0,1263.0,1502.0,992.0,1003.0,-451.0,-527.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-21,41,30944.0,A,33042.0,28255.0,855.0,6417.0,0.0,22841.0,0.0,6.0,1347.0,1503.0,992.0,1002.0,-451.0,-527.0,997.0,1397.0,998.0,991.0,-514.0
2026-03-21,42,30406.0,A,32506.0,27816.0,861.0,6417.0,0.0,22841.0,0.0,8.0,1499.0,1503.0,992.0,1002.0,-451.0,-527.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-21,43,29817.0,A,31857.0,27408.0,933.0,6417.0,0.0,22841.0,0.0,7.0,1599.0,1503.0,992.0,1003.0,-451.0,-468.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-21,44,28451.0,A,30293.0,26372.0,989.0,6417.0,0.0,22841.0,0.0,5.0,1929.0,1503.0,992.0,1003.0,-405.0,-318.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-21,45,26928.0,A,28770.0,25262.0,1025.0,6417.0,0.0,22841.0,0.0,66.0,2169.0,1503.0,992.0,1002.0,-447.0,-215.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-21,46,25566.0,A,27340.0,23877.0,1087.0,6417.0,0.0,22841.0,0.0,160.0,2591.0,1503.0,992.0,1002.0,-433.0,-67.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-21,47,24744.0,A,26496.0,23037.0,1112.0,6417.0,0.0,22841.0,0.0,160.0,2851.0,1503.0,992.0,1002.0,-446.0,-32.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-21,48,23989.0,A,25683.0,22355.0,1170.0,6417.0,0.0,22841.0,0.0,187.0,2821.0,1504.0,992.0,1003.0,-393.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,1,24335.0,A,26113.0,22686.0,1145.0,6417.0,0.0,22841.0,0.0,311.0,2829.0,1504.0,992.0,1004.0,-353.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,2,24632.0,A,26287.0,23013.0,1216.0,6417.0,0.0,22841.0,0.0,314.0,3020.0,1503.0,992.0,1003.0,-227.0,0.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-22,3,24093.0,A,25722.0,22541.0,1195.0,6417.0,0.0,22841.0,0.0,311.0,3199.0,1504.0,992.0,1002.0,-204.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,4,23683.0,A,25284.0,22203.0,1264.0,6417.0,0.0,22841.0,0.0,308.0,3414.0,1503.0,992.0,1002.0,-179.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,5,22854.0,A,24540.0,21500.0,1262.0,6417.0,0.0,22841.0,0.0,316.0,3296.0,1504.0,992.0,1002.0,-289.0,0.0,998.0,1397.0,997.0,991.0,-481.0
2026-03-22,6,22272.0,A,24304.0,20961.0,1300.0,6417.0,0.0,22841.0,0.0,572.0,3386.0,1503.0,992.0,1002.0,-347.0,0.0,997.0,1397.0,997.0,990.0,-513.0
2026-03-22,7,21774.0,A,24062.0,20473.0,1219.0,6417.0,0.0,22841.0,0.0,827.0,3442.0,1503.0,992.0,1002.0,-347.0,0.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-22,8,21492.0,A,23948.0,20304.0,1186.0,6417.0,0.0,22841.0,0.0,1005.0,3528.0,1504.0,992.0,1003.0,-337.0,0.0,998.0,1397.0,997.0,991.0,-514.0
2026-03-22,9,21188.0,A,23824.0,19996.0,1163.0,6417.0,0.0,22841.0,0.0,1223.0,3543.0,1503.0,992.0,1003.0,-299.0,0.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-22,10,20926.0,A,23601.0,19697.0,1252.0,6417.0,0.0,22841.0,0.0,1210.0,3217.0,1504.0,992.0,1002.0,-351.0,0.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-22,11,20939.0,A,23611.0,19686.0,1176.0,6417.0,0.0,22841.0,0.0,1207.0,2893.0,1504.0,992.0,1003.0,-351.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,12,20769.0,A,23451.0,19432.0,1231.0,6417.0,0.0,22841.0,0.0,1211.0,2681.0,1504.0,992.0,1003.0,-351.0,-6.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,13,21408.0,A,23649.0,19913.0,1170.0,6417.0,41.0,22841.0,0.0,717.0,2679.0,1504.0,992.0,1003.0,-410.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,14,21727.0,A,23866.0,20103.0,1144.0,6417.0,651.0,22841.0,0.0,594.0,2721.0,1503.0,992.0,1003.0,-431.0,0.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,15,22092.0,A,24030.0,20421.0,991.0,6417.0,1667.0,22841.0,0.0,336.0,2651.0,1503.0,992.0,1003.0,-451.0,-37.0,997.0,1397.0,997.0,990.0,-514.0
2026-03-22,16,22097.0,A,24068.0,20325.0,957.0,6417.0,2817.0,22841.0,0.0,324.0,2484.0,1503.0,992.0,1002.0,-451.0,-82.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,17,22485.0,A,24303.0,20587.0,877.0,6417.0,4058.0,22841.0,0.0,261.0,2341.0,1503.0,992.0,1003.0,-438.0,-5.0,997.0,1397.0,996.0,991.0,-514.0
2026-03-22,18,22487.0,A,24100.0,20388.0,855.0,6417.0,5139.0,22841.0,0.0,19.0,2256.0,1504.0,992.0,1004.0,-451.0,-29.0,997.0,1397.0,996.0,991.0,-514.0
2026-03-22,19,22297.0,A,23926.0,20228.0,855.0,6417.0,6365.0,22841.0,0.0,12.0,2092.0,1503.0,992.0,1003.0,-452.0,-51.0,1015.0,1397.0,997.0,991.0,-514.0
2026-03-22,20,21659.0,A,23752.0,19543.0,892.0,6417.0,7518.0,22841.0,0.0,337.0,2077.0,1503.0,992.0,1002.0,-451.0,-191.0,1017.0,1397.0,996.0,990.0,-514.0
2026-03-22,21,21215.0,A,23610.0,19059.0,876.0,6417.0,8748.0,22841.0,0.0,605.0,2086.0,1504.0,992.0,1002.0,-452.0,-224.0,1017.0,1397.0,996.0,991.0,-514.0
2026-03-22,22,20778.0,A,23247.0,18630.0,921.0,6417.0,9280.0,22841.0,0.0,651.0,2354.0,1505.0,992.0,1002.0,-451.0,-253.0,1016.0,1397.0,995.0,990.0,-514.0
2026-03-22,23,20812.0,A,23269.0,18713.0,899.0,6417.0,9308.0,22841.0,0.0,608.0,2472.0,1506.0,992.0,1002.0,-452.0,-322.0,1017.0,1397.0,996.0,991.0,-475.0
2026-03-22,24,20649.0,A,23334.0,18572.0,933.0,6417.0,9760.0,22841.0,0.0,739.0,2434.0,1506.0,992.0,1002.0,-451.0,-383.0,1016.0,1397.0,996.0,990.0,-512.0
2026-03-22,25,20998.0,A,23668.0,18983.0,832.0,6417.0,9807.0,22841.0,0.0,762.0,2568.0,1507.0,992.0,1003.0,-451.0,-328.0,1016.0,1397.0,996.0,991.0,-529.0
2026-03-22,26,21487.0,A,23837.0,19529.0,860.0,6417.0,9436.0,22841.0,0.0,527.0,2675.0,1506.0,992.0,1003.0,-452.0,-285.0,1016.0,1397.0,996.0,991.0,-486.0
2026-03-22,27,21927.0,A,24283.0,20090.0,862.0,6417.0,8734.0,22841.0,0.0,630.0,2813.0,1506.0,992.0,1003.0,-452.0,-161.0,1016.0,1397.0,996.0,991.0,-513.0
2026-03-22,28,22451.0,A,24739.0,20665.0,927.0,6417.0,7819.0,22841.0,0.0,605.0,3232.0,1506.0,992.0,1003.0,-451.0,-118.0,1016.0,1397.0,996.0,990.0,-514.0
2026-03-22,29,23302.0,A,24950.0,21595.0,845.0,6417.0,6722.0,22841.0,0.0,74.0,3419.0,1502.0,992.0,1004.0,-451.0,-9.0,998.0,1397.0,996.0,991.0,-514.0
2026-03-22,30,24215.0,A,25666.0,22574.0,918.0,6417.0,5382.0,22841.0,0.0,11.0,3320.0,1502.0,992.0,1003.0,-376.0,0.0,996.0,1397.0,997.0,991.0,-464.0
2026-03-22,31,25501.0,A,26903.0,23910.0,1024.0,6417.0,4090.0,22841.0,0.0,10.0,3329.0,1502.0,992.0,1003.0,-285.0,0.0,996.0,1397.0,996.0,991.0,-507.0
2026-03-22,32,26983.0,A,28407.0,25343.0,1168.0,6417.0,3041.0,22841.0,0.0,9.0,3249.0,1502.0,992.0,1003.0,-302.0,0.0,997.0,1397.0,997.0,989.0,-513.0
2026-03-22,33,28703.0,A,30150.0,26944.0,1067.0,6417.0,2166.0,22841.0,0.0,13.0,3460.0,1502.0,992.0,1003.0,-258.0,-62.0,997.0,1397.0,997.0,852.0,-514.0
2026-03-22,34,30526.0,A,32085.0,28537.0,1069.0,6417.0,1432.0,22841.0,0.0,11.0,3423.0,1503.0,992.0,1002.0,-219.0,-215.0,997.0,1397.0,997.0,839.0,-514.0
2026-03-22,35,31934.0,A,33740.0,29638.0,1032.0,6417.0,716.0,22841.0,0.0,8.0,2824.0,1503.0,992.0,1003.0,-365.0,-366.0,997.0,1397.0,997.0,887.0,-467.0
2026-03-22,36,32808.0,A,34876.0,30250.0,1069.0,6417.0,259.0,22841.0,0.0,7.0,2440.0,1503.0,992.0,1002.0,-450.0,-504.0,997.0,1397.0,997.0,894.0,-507.0
2026-03-22,37,33433.0,A,35533.0,30733.0,1047.0,6417.0,18.0,22841.0,0.0,7.0,2366.0,1503.0,992.0,1003.0,-450.0,-529.0,997.0,1397.0,997.0,980.0,-514.0
2026-03-22,38,33692.0,A,35795.0,30905.0,1092.0,6417.0,0.0,22841.0,0.0,9.0,2121.0,1503.0,992.0,1003.0,-450.0,-530.0,997.0,1397.0,997.0,988.0,-514.0
2026-03-22,39,33358.0,A,35462.0,30618.0,1052.0,6417.0,0.0,22841.0,0.0,10.0,1948.0,1503.0,992.0,1003.0,-451.0,-529.0,997.0,1397.0,997.0,988.0,-514.0
2026-03-22,40,32586.0,A,34695.0,29806.0,1106.0,6417.0,0.0,22841.0,0.0,15.0,1410.0,1502.0,992.0,1003.0,-451.0,-529.0,997.0,1397.0,997.0,988.0,-514.0
2026-03-22,41,31814.0,A,33924.0,29086.0,1024.0,6417.0,0.0,22841.0,0.0,16.0,1039.0,1502.0,992.0,1001.0,-451.0,-529.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,42,30918.0,A,33028.0,28173.0,1002.0,6417.0,0.0,22841.0,0.0,15.0,873.0,1502.0,992.0,1000.0,-451.0,-530.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,43,29847.0,A,31951.0,27175.0,921.0,6417.0,0.0,22841.0,0.0,9.0,785.0,1503.0,992.0,969.0,-451.0,-530.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,44,28553.0,A,30658.0,26077.0,941.0,6417.0,0.0,22841.0,0.0,9.0,779.0,1502.0,992.0,967.0,-451.0,-531.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,45,26906.0,A,29011.0,24531.0,922.0,6417.0,0.0,22841.0,0.0,9.0,964.0,1502.0,992.0,984.0,-451.0,-531.0,997.0,1397.0,997.0,991.0,-514.0
2026-03-22,46,25180.0,A,27282.0,22943.0,957.0,6417.0,0.0,22841.0,0.0,9.0,839.0,1502.0,992.0,986.0,-451.0,-528.0,997.0,1397.0,998.0,985.0,-514.0
2026-03-22,47,24106.0,A,26207.0,21982.0,878.0,6417.0,0.0,22841.0,0.0,9.0,956.0,1502.0,992.0,884.0,-451.0,-527.0,997.0,1397.0,997.0,548.0,-514.0
2026-03-22,48,23615.0,A,25663.0,21506.0,875.0,6417.0,0.0,22846.0,0.0,9.0,774.0,1502.0,992.0,877.0,-451.0,-474.0,998.0,1397.0,997.0,510.0,-514.0
2026-03-23,1,23712.0,A,25809.0,21563.0,824.0,6417.0,0.0,22846.0,0.0,9.0,829.0,1502.0,992.0,837.0,-451.0,-523.0,998.0,1397.0,997.0,773.0,-514.0
2026-03-23,2,24487.0,A,26541.0,22382.0,829.0,6417.0,0.0,22846.0,0.0,9.0,1049.0,1502.0,992.0,834.0,-451.0,-480.0,998.0,1397.0,997.0,798.0,-514.0
2026-03-23,3,24577.0,A,26612.0,22483.0,792.0,6417.0,0.0,22846.0,0.0,10.0,883.0,1502.0,992.0,960.0,-451.0,-461.0,997.0,1397.0,997.0,827.0,-513.0
2026-03-23,4,24118.0,A,26149.0,22062.0,740.0,6417.0,0.0,22846.0,0.0,10.0,719.0,1502.0,992.0,970.0,-451.0,-438.0,997.0,1397.0,997.0,823.0,-532.0
2026-03-23,5,23390.0,A,25484.0,21342.0,618.0,6417.0,0.0,22846.0,0.0,10.0,776.0,1503.0,992.0,718.0,-451.0,-519.0,997.0,1397.0,997.0,346.0,-514.0
2026-03-23,6,22957.0,A,24970.0,20935.0,620.0,6417.0,0.0,22846.0,0.0,10.0,445.0,1502.0,992.0,699.0,-451.0,-438.0,997.0,1397.0,997.0,291.0,-514.0
2026-03-23,7,22505.0,A,24957.0,20502.0,604.0,6417.0,0.0,22846.0,0.0,107.0,414.0,1502.0,992.0,473.0,-451.0,-474.0,922.0,1397.0,997.0,-306.0,-514.0
2026-03-23,8,22370.0,A,24780.0,20357.0,555.0,6417.0,0.0,22846.0,0.0,127.0,195.0,1502.0,992.0,446.0,-451.0,-350.0,914.0,1397.0,997.0,-368.0,-514.0
2026-03-23,9,22156.0,A,25431.0,20157.0,499.0,6417.0,0.0,22846.0,0.0,130.0,301.0,1504.0,992.0,-635.0,-451.0,-200.0,291.0,1397.0,997.0,-745.0,-514.0
2026-03-23,10,22396.0,A,25737.0,20277.0,486.0,6417.0,0.0,22846.0,0.0,131.0,246.0,1498.0,991.0,-807.0,-451.0,-53.0,221.0,1397.0,997.0,-785.0,-514.0
2026-03-23,11,22800.0,A,27186.0,20646.0,429.0,6417.0,0.0,22846.0,0.0,31.0,152.0,962.0,936.0,-999.0,-417.0,0.0,-759.0,1397.0,944.0,-1066.0,-514.0
2026-03-23,12,23767.0,A,28211.0,21561.0,381.0,6417.0,0.0,22846.0,0.0,10.0,295.0,902.0,926.0,-1013.0,-361.0,0.0,-854.0,1397.0,934.0,-1092.0,-514.0
2026-03-23,13,25941.0,A,29804.0,23531.0,346.0,6417.0,47.0,22846.0,0.0,13.0,360.0,426.0,601.0,-716.0,-443.0,-19.0,-491.0,1397.0,559.0,-1067.0,-514.0
2026-03-23,14,27418.0,A,31232.0,24883.0,327.0,6417.0,406.0,22846.0,0.0,16.0,460.0,393.0,577.0,-668.0,-452.0,-153.0,-423.0,1397.0,533.0,-966.0,-536.0
2026-03-23,15,30356.0,A,32249.0,27476.0,292.0,6417.0,1109.0,22846.0,0.0,21.0,-117.0,1394.0,933.0,504.0,-452.0,-306.0,807.0,1397.0,933.0,576.0,-514.0
2026-03-23,16,31300.0,A,33260.0,28295.0,267.0,6417.0,1946.0,22846.0,0.0,21.0,49.0,1505.0,967.0,621.0,-452.0,-373.0,944.0,1397.0,968.0,805.0,-514.0
2026-03-23,17,31792.0,A,33685.0,28751.0,257.0,6417.0,3124.0,22846.0,0.0,14.0,77.0,1505.0,990.0,679.0,-452.0,-313.0,993.0,1397.0,995.0,971.0,-514.0
2026-03-23,18,31402.0,A,33302.0,28300.0,259.0,6417.0,4255.0,22846.0,0.0,12.0,-155.0,1505.0,992.0,682.0,-452.0,-322.0,997.0,1397.0,998.0,986.0,-514.0
2026-03-23,19,31278.0,A,33126.0,28204.0,302.0,6417.0,5326.0,22846.0,0.0,11.0,143.0,1505.0,992.0,682.0,-451.0,-272.0,1015.0,1397.0,997.0,987.0,-514.0
2026-03-23,20,30411.0,A,32082.0,27413.0,371.0,6417.0,6492.0,22846.0,0.0,10.0,338.0,1505.0,991.0,684.0,-426.0,-121.0,1016.0,1397.0,997.0,986.0,-514.0
2026-03-23,21,29387.0,A,30796.0,26526.0,468.0,6417.0,7360.0,22846.0,0.0,10.0,983.0,1504.0,991.0,993.0,-290.0,-6.0,1016.0,1397.0,997.0,986.0,-503.0
2026-03-23,22,27528.0,A,28691.0,25633.0,625.0,6417.0,7993.0,22846.0,0.0,33.0,1779.0,1504.0,992.0,1001.0,-140.0,0.0,1016.0,1397.0,998.0,991.0,-390.0
2026-03-23,23,27081.0,A,28593.0,24866.0,851.0,6417.0,8753.0,22846.0,0.0,369.0,2296.0,1504.0,992.0,912.0,-92.0,0.0,1016.0,1397.0,998.0,991.0,-451.0
2026-03-23,24,27003.0,A,28427.0,24541.0,1085.0,6417.0,8536.0,22846.0,0.0,372.0,2946.0,1504.0,992.0,903.0,-15.0,0.0,1016.0,1397.0,998.0,991.0,-437.0
2026-03-23,25,26970.0,A,28318.0,24775.0,1370.0,6417.0,8086.0,22846.0,0.0,425.0,3406.0,1504.0,992.0,950.0,-3.0,0.0,1016.0,1397.0,998.0,991.0,-320.0
2026-03-23,26,26840.0,A,28558.0,24825.0,1599.0,6417.0,8022.0,22846.0,0.0,636.0,3799.0,1504.0,992.0,953.0,-79.0,0.0,1016.0,1373.0,998.0,991.0,-403.0
2026-03-23,27,27195.0,A,28840.0,25189.0,1724.0,6417.0,7485.0,22846.0,0.0,695.0,4360.0,1504.0,992.0,862.0,-9.0,0.0,968.0,1002.0,997.0,982.0,-341.0
2026-03-23,28,27446.0,A,29204.0,25305.0,1902.0,6417.0,6288.0,22846.0,0.0,861.0,4503.0,1504.0,992.0,855.0,0.0,0.0,964.0,924.0,997.0,972.0,-297.0
2026-03-23,29,27794.0,A,29430.0,25624.0,2020.0,6417.0,5402.0,22846.0,0.0,869.0,4933.0,1505.0,992.0,731.0,19.0,0.0,688.0,553.0,997.0,428.0,-167.0
2026-03-23,30,28080.0,A,29798.0,26030.0,2189.0,6417.0,4425.0,22846.0,0.0,1002.0,4832.0,1505.0,992.0,682.0,-54.0,0.0,667.0,521.0,998.0,322.0,-62.0
2026-03-23,31,28146.0,A,30643.0,26245.0,2377.0,6417.0,3908.0,22846.0,0.0,465.0,4946.0,1507.0,992.0,-489.0,-13.0,0.0,219.0,893.0,998.0,-930.0,22.0
2026-03-23,32,29482.0,A,32090.0,27528.0,2459.0,6417.0,3147.0,22846.0,0.0,325.0,5023.0,1507.0,992.0,-598.0,64.0,0.0,185.0,970.0,998.0,-1085.0,152.0
2026-03-23,33,30791.0,A,33792.0,28604.0,2433.0,6417.0,2296.0,22846.0,0.0,329.0,4915.0,1507.0,992.0,-984.0,161.0,0.0,150.0,1341.0,997.0,-1088.0,196.0
2026-03-23,34,32036.0,A,35064.0,29778.0,2457.0,6417.0,1443.0,22846.0,0.0,326.0,4547.0,1498.0,990.0,-1014.0,42.0,0.0,143.0,1397.0,994.0,-1088.0,196.0
2026-03-23,35,33223.0,A,36745.0,30838.0,2493.0,6417.0,721.0,22846.0,0.0,310.0,4351.0,642.0,839.0,-1014.0,0.0,0.0,-507.0,1397.0,797.0,-1091.0,196.0
2026-03-23,36,34393.0,A,37965.0,32012.0,2634.0,6417.0,191.0,22846.0,0.0,307.0,4950.0,553.0,819.0,-1014.0,0.0,0.0,-559.0,1397.0,768.0,-1092.0,196.0
2026-03-23,37,35606.0,A,39420.0,33254.0,2780.0,6417.0,7.0,22846.0,0.0,320.0,4965.0,572.0,441.0,-975.0,45.0,0.0,-791.0,1443.0,105.0,-1128.0,203.0
2026-03-23,38,34997.0,A,38708.0,32706.0,2907.0,6417.0,0.0,22846.0,0.0,307.0,4828.0,564.0,404.0,-937.0,80.0,0.0,-775.0,1393.0,48.0,-1092.0,196.0
2026-03-23,39,35324.0,A,38615.0,33156.0,3055.0,6417.0,0.0,22846.0,0.0,321.0,4695.0,1206.0,871.0,-1011.0,2.0,0.0,-271.0,1350.0,156.0,-1088.0,196.0
2026-03-23,40,33855.0,A,37138.0,31893.0,3271.0,6417.0,0.0,22846.0,0.0,320.0,4853.0,1256.0,905.0,-1014.0,36.0,0.0,-260.0,1315.0,185.0,-1089.0,196.0
2026-03-23,41,32688.0,A,36694.0,30887.0,3359.0,6417.0,0.0,22846.0,0.0,319.0,4862.0,1423.0,957.0,-1014.0,0.0,0.0,-982.0,942.0,916.0,-1091.0,196.0
2026-03-23,42,31241.0,A,35289.0,29508.0,3565.0,6417.0,0.0,22846.0,0.0,320.0,4878.0,1427.0,961.0,-1014.0,2.0,0.0,-1022.0,866.0,961.0,-1092.0,196.0
2026-03-23,43,29647.0,A,33692.0,28075.0,3662.0,6417.0,0.0,22846.0,0.0,316.0,5226.0,942.0,943.0,-1014.0,100.0,0.0,-1022.0,492.0,922.0,-1093.0,196.0
2026-03-23,44,27986.0,A,31947.0,26542.0,3870.0,6417.0,0.0,22846.0,0.0,229.0,5293.0,900.0,929.0,-1014.0,249.0,68.0,-1022.0,416.0,907.0,-1096.0,196.0
2026-03-23,45,25885.0,A,29775.0,24580.0,3934.0,6417.0,0.0,22846.0,0.0,162.0,5306.0,450.0,458.0,-1013.0,237.0,153.0,-1022.0,42.0,476.0,-1093.0,196.0
2026-03-23,46,24332.0,A,28265.0,23143.0,4029.0,6417.0,0.0,22846.0,0.0,164.0,5440.0,424.0,422.0,-1020.0,221.0,153.0,-1022.0,-34.0,446.0,-1093.0,196.0
2026-03-23,47,23248.0,A,27298.0,22038.0,4116.0,6417.0,0.0,22846.0,0.0,166.0,5184.0,728.0,259.0,-1015.0,149.0,153.0,-764.0,-412.0,331.0,-1093.0,196.0
2026-03-23,48,22491.0,A,26617.0,21392.0,4268.0,6417.0,0.0,22851.0,0.0,175.0,5297.0,751.0,250.0,-1015.0,18.0,153.0,-754.0,-489.0,324.0,-1093.0,196.0
2026-03-24,1,22459.0,A,27411.0,21374.0,4318.0,6417.0,0.0,22851.0,0.0,616.0,5384.0,836.0,333.0,-1014.0,5.0,153.0,-755.0,-874.0,348.0,-1093.0,196.0
2026-03-24,2,22910.0,A,28233.0,21811.0,4452.0,6417.0,0.0,22851.0,0.0,916.0,5575.0,842.0,341.0,-1015.0,70.0,153.0,-755.0,-944.0,352.0,-1093.0,196.0
2026-03-24,3,22480.0,A,28350.0,21474.0,4439.0,6417.0,0.0,22851.0,0.0,1200.0,5454.0,793.0,419.0,-1015.0,4.0,153.0,-755.0,-1207.0,425.0,-1093.0,196.0
2026-03-24,4,21776.0,A,27824.0,20771.0,4543.0,6417.0,0.0,22851.0,0.0,1347.0,5578.0,792.0,423.0,-1014.0,0.0,153.0,-755.0,-1239.0,437.0,-1093.0,196.0
2026-03-24,5,21259.0,A,27582.0,20322.0,4568.0,6417.0,0.0,22851.0,0.0,1621.0,5578.0,883.0,373.0,-1014.0,0.0,153.0,-755.0,-1240.0,701.0,-1093.0,196.0
2026-03-24,6,21035.0,A,27363.0,20126.0,4631.0,6417.0,0.0,22851.0,0.0,1628.0,5567.0,887.0,369.0,-1014.0,58.0,153.0,-755.0,-1240.0,714.0,-1091.0,191.0
2026-03-24,7,20481.0,A,26705.0,19606.0,4434.0,6417.0,0.0,22851.0,0.0,1631.0,5360.0,707.0,344.0,-984.0,5.0,153.0,-755.0,-1240.0,598.0,-1014.0,84.0
2026-03-24,8,19526.0,A,25765.0,18745.0,4463.0,6417.0,0.0,22851.0,0.0,1625.0,5231.0,687.0,334.0,-982.0,0.0,153.0,-755.0,-1240.0,581.0,-1001.0,-36.0
2026-03-24,9,19186.0,A,25128.0,18452.0,4428.0,6417.0,0.0,22851.0,0.0,1590.0,5430.0,353.0,8.0,-1013.0,0.0,153.0,-755.0,-1240.0,214.0,-744.0,37.0
2026-03-24,10,19298.0,A,25173.0,18487.0,4483.0,6417.0,0.0,22851.0,0.0,1513.0,5505.0,324.0,-40.0,-1014.0,0.0,153.0,-756.0,-1240.0,180.0,-708.0,-4.0
2026-03-24,11,19794.0,A,25219.0,18947.0,4332.0,6417.0,0.0,22851.0,0.0,363.0,5404.0,40.0,-964.0,-1014.0,13.0,119.0,-1012.0,-1240.0,-174.0,-41.0,-17.0
2026-03-24,12,20492.0,A,25748.0,19607.0,4396.0,6417.0,0.0,22851.0,0.0,15.0,5139.0,22.0,-1027.0,-1014.0,-15.0,-23.0,-1022.0,-1208.0,-189.0,14.0,-143.0
